area_sqft,bedrooms,bathrooms,balconies,location,age_years,parking,furnishing,floor,total_floors,distance_city_km,price_lakhs
1629,3,3,0.0,Andheri,12,0.0,Unfurnished,15,20,35.2,10.27
2755,2,2,0.0,Borivali,16,1.0,Unfurnished,7,18,37.9,10.0
3282,3,3,3.0,Pune,17,1.0,Unfurnished,18,27,2.1,12.73
2498,3,3,1.0,Borivali,8,2.0,Unfurnished,0,10,8.6,19.8
3473,5,5,1.0,Bandra,0,1.0,Furnished,10,24,5.1,36.7
1383,3,4,1.0,Pune,28,1.0,Semi-Furnished,10,18,31.0,10.0
952,2,2,3.0,Navi Mumbai,29,2.0,Unfurnished,0,29,2.3,14.32
711,3,3,0.0,Andheri,28,0.0,Semi-Furnished,0,15,36.2,10.0
2498,3,3,2.0,Andheri,8,1.0,Unfurnished,18,22,1.3,19.11
2795,2,2,1.0,Andheri,18,1.0,Semi-Furnished,3,16,24.3,11.17
1427,2,2,0.0,Thane,4,1.0,Semi-Furnished,1,13,11.4,10.25
3221,2,3,1.0,Bandra,28,,Unfurnished,7,12,19.1,10.86
3061,2,1,1.0,Nashik,0,1.0,Semi-Furnished,8,28,18.0,10.0
1696,3,4,,Pune,14,0.0,Unfurnished,26,26,30.1,10.0
1259,2,2,1.0,Worli,26,2.0,Semi-Furnished,8,8,20.1,24.78
3073,3,3,2.0,Nashik,22,0.0,Furnished,23,27,17.1,10.0
2817,2,2,1.0,Bandra,26,0.0,Furnished,5,18,29.3,10.0
1015,3,3,2.0,Borivali,15,2.0,Unfurnished,5,5,37.1,15.74
1318,2,3,2.0,Powai,2,1.0,Semi-Furnished,6,24,31.9,13.73
2149,4,4,1.0,Borivali,0,1.0,Furnished,1,6,29.6,18.05
2240,1,1,1.0,Pune,4,0.0,Furnished,27,27,19.8,10.0
997,3,3,1.0,Pune,1,1.0,Unfurnished,10,15,36.1,10.12
3816,2,3,1.0,Bandra,13,0.0,Semi-Furnished,2,28,19.7,12.65
1799,2,2,0.0,Navi Mumbai,1,1.0,Unfurnished,15,16,37.2,10.0
1773,3,3,1.0,Nashik,5,1.0,Unfurnished,0,4,32.2,10.0
617,4,4,0.0,Nashik,13,1.0,Semi-Furnished,17,24,6.4,10.0
3553,4,5,1.0,Bandra,22,0.0,Semi-Furnished,10,23,2.4,25.05
1246,2,2,3.0,Dadar,20,0.0,Unfurnished,0,10,29.8,10.0
3953,2,2,1.0,Thane,1,1.0,Furnished,6,7,27.6,10.0
2186,3,4,1.0,Powai,28,0.0,Semi-Furnished,19,27,24.3,11.31
3550,3,3,1.0,Bandra,17,,Furnished,22,24,39.1,14.02
1045,2,2,2.0,Powai,10,1.0,Furnished,6,10,22.0,12.22
997,3,3,1.0,Worli,11,1.0,Furnished,17,22,14.2,25.63
3284,3,3,1.0,Andheri,26,1.0,Furnished,8,8,22.8,14.19
3351,3,3,2.0,Bandra,14,1.0,Unfurnished,7,7,1.6,26.05
2355,2,2,0.0,Worli,7,2.0,Unfurnished,12,21,23.4,23.5
515,2,2,1.0,Andheri,13,1.0,Furnished,0,26,36.1,10.18
3798,2,2,1.0,Navi Mumbai,2,1.0,Unfurnished,10,28,0.7,11.54
1816,3,3,2.0,Powai,4,1.0,Semi-Furnished,9,15,33.9,15.35
3770,2,2,3.0,Navi Mumbai,9,0.0,Semi-Furnished,0,6,32.2,10.0
3535,3,4,2.0,Pune,6,2.0,Unfurnished,2,17,4.7,17.06
3466,3,3,1.0,Pune,10,1.0,Unfurnished,8,21,33.9,10.0
2880,3,3,0.0,Bandra,2,1.0,Semi-Furnished,28,30,30.7,22.18
2824,1,1,1.0,Nashik,18,0.0,Semi-Furnished,1,5,19.9,10.0
2318,2,2,2.0,Thane,3,0.0,Semi-Furnished,20,21,10.2,10.0
489,3,3,3.0,Andheri,6,1.0,Unfurnished,13,16,11.9,17.65
1796,3,3,2.0,Thane,30,1.0,Semi-Furnished,6,19,24.7,10.15
3030,4,5,0.0,Nashik,0,1.0,Unfurnished,1,4,10.2,10.95
3325,2,2,2.0,Bandra,8,1.0,Semi-Furnished,2,2,13.4,19.59
2414,4,4,2.0,Powai,15,1.0,Unfurnished,15,19,,19.91
2955,2,2,2.0,Dadar,9,0.0,Unfurnished,5,7,29.3,10.0
478,2,1,2.0,Worli,9,0.0,Furnished,19,19,29.6,10.0
2086,1,1,1.0,Nashik,3,0.0,Unfurnished,0,2,38.3,10.0
2228,3,3,2.0,Powai,13,1.0,Semi-Furnished,10,25,0.7,19.75
3613,2,3,1.0,Nashik,23,1.0,Unfurnished,7,11,10.2,10.0
1520,2,2,0.0,Andheri,18,2.0,Unfurnished,1,15,26.5,14.12
1228,3,3,2.0,Worli,28,1.0,Unfurnished,11,11,17.8,18.34
1668,3,3,3.0,Navi Mumbai,21,1.0,Furnished,8,14,5.0,15.42
1013,1,1,2.0,Navi Mumbai,24,1.0,Semi-Furnished,5,17,31.4,10.0
2410,1,2,1.0,Powai,13,1.0,Unfurnished,5,20,2.4,11.26
2714,3,3,0.0,Nashik,18,2.0,Semi-Furnished,0,22,22.0,10.0
3284,2,2,1.0,Dadar,17,1.0,Semi-Furnished,18,30,22.7,12.89
3900,2,2,2.0,Pune,25,0.0,Furnished,7,7,25.6,10.0
665,3,3,2.0,Pune,15,1.0,Furnished,1,27,,10.61
1290,2,2,3.0,Pune,12,0.0,Semi-Furnished,8,19,1.4,10.0
1482,3,2,1.0,Thane,2,0.0,Semi-Furnished,7,10,35.6,10.0
1299,2,1,1.0,Pune,26,1.0,Unfurnished,12,28,37.2,10.0
3379,2,2,2.0,Bandra,13,1.0,Furnished,14,22,19.5,17.56
902,2,2,1.0,Bandra,24,0.0,Semi-Furnished,5,7,1.3,10.21
507,2,2,3.0,Worli,21,0.0,Unfurnished,7,7,23.4,10.14
3498,1,1,1.0,Pune,0,2.0,Furnished,13,21,13.0,10.0
3862,2,2,0.0,Powai,20,0.0,Furnished,17,23,7.7,10.0
1215,4,4,0.0,Borivali,15,0.0,Semi-Furnished,1,3,7.2,13.67
1598,4,4,2.0,Bandra,7,1.0,Unfurnished,3,20,,29.1
2211,2,3,2.0,Andheri,8,1.0,Semi-Furnished,1,17,13.6,13.5
2293,3,3,2.0,Andheri,19,1.0,Furnished,3,30,11.6,15.36
3968,3,3,2.0,Nashik,2,1.0,Semi-Furnished,19,23,33.5,10.0
1855,4,4,1.0,Andheri,18,1.0,Unfurnished,1,28,20.1,16.88
443,2,2,2.0,Navi Mumbai,26,0.0,Unfurnished,1,2,17.4,10.0
1922,2,3,3.0,Powai,2,1.0,Unfurnished,15,24,6.3,17.8
2403,2,2,0.0,Nashik,0,1.0,Unfurnished,8,11,35.1,10.0
2261,1,1,2.0,Andheri,1,1.0,Furnished,1,18,2.7,10.0
2244,2,3,1.0,Bandra,22,0.0,Unfurnished,24,27,10.0,12.87
3722,4,5,1.0,Andheri,26,0.0,Semi-Furnished,12,27,25.0,14.62
3307,4,5,1.0,Bandra,30,0.0,Furnished,0,8,28.2,15.57
1306,2,2,2.0,Andheri,0,0.0,Semi-Furnished,1,8,32.1,10.0
1679,3,3,0.0,Navi Mumbai,14,0.0,Unfurnished,19,22,16.7,10.83
2803,2,2,1.0,Powai,1,1.0,Furnished,26,27,14.2,14.08
1877,3,3,2.0,Navi Mumbai,11,0.0,Unfurnished,15,19,11.9,11.5
1942,3,3,0.0,Borivali,9,1.0,Furnished,1,3,22.9,13.65
1004,1,1,2.0,Andheri,18,1.0,Unfurnished,6,6,14.3,10.0
1315,4,4,3.0,Worli,28,1.0,Semi-Furnished,6,23,13.5,26.47
3067,5,5,0.0,Borivali,24,2.0,Semi-Furnished,5,23,1.2,27.29
3435,3,3,0.0,Powai,1,1.0,Semi-Furnished,21,27,38.0,16.62
3225,3,3,3.0,Nashik,7,0.0,Semi-Furnished,5,17,2.9,10.0
1508,3,3,0.0,Thane,8,1.0,Unfurnished,7,14,11.2,14.12
892,2,2,0.0,Bandra,7,0.0,Semi-Furnished,3,5,,10.0
975,2,2,3.0,Andheri,10,0.0,Unfurnished,4,24,29.5,10.0
1816,3,3,2.0,Pune,18,0.0,Furnished,27,29,23.3,10.0
2264,1,1,2.0,Nashik,22,2.0,Semi-Furnished,0,3,26.6,10.0
3615,4,4,1.0,Pune,29,0.0,Semi-Furnished,16,16,4.3,10.0
3636,2,2,3.0,Worli,21,1.0,Unfurnished,3,12,32.4,14.5
409,2,2,2.0,Navi Mumbai,9,1.0,Semi-Furnished,10,23,10.4,10.27
2947,2,2,2.0,Andheri,5,1.0,Semi-Furnished,6,24,,10.0
1475,5,5,2.0,Thane,11,0.0,Unfurnished,4,8,9.6,16.89
1112,2,2,2.0,Borivali,24,2.0,Semi-Furnished,0,29,25.2,13.06
2398,2,3,1.0,Borivali,30,1.0,Unfurnished,1,5,22.0,10.0
522,2,2,1.0,Pune,12,1.0,Unfurnished,12,24,6.2,10.0
1603,3,3,1.0,Andheri,5,1.0,Semi-Furnished,16,23,14.8,16.65
2388,5,5,1.0,Dadar,0,1.0,Unfurnished,6,6,31.4,28.52
1379,2,3,1.0,Andheri,2,1.0,Unfurnished,18,21,8.9,14.39
2536,4,4,1.0,Powai,19,,Semi-Furnished,9,9,38.5,17.86
2056,2,2,2.0,Andheri,18,1.0,Semi-Furnished,7,9,12.2,12.39
3278,3,4,1.0,Andheri,19,0.0,Unfurnished,3,4,25.3,10.82
1053,1,1,0.0,Navi Mumbai,0,0.0,Unfurnished,8,23,24.9,10.0
605,3,3,1.0,Navi Mumbai,13,0.0,Semi-Furnished,23,25,19.1,10.0
2307,3,2,1.0,Navi Mumbai,5,0.0,Semi-Furnished,16,16,26.4,10.0
1325,3,3,2.0,Pune,10,0.0,Semi-Furnished,12,24,29.9,10.0
2944,2,2,1.0,Nashik,19,2.0,Semi-Furnished,1,12,25.0,10.0
735,4,4,1.0,Pune,8,1.0,Furnished,0,18,22.6,13.03
2471,5,5,2.0,Pune,20,1.0,Furnished,12,24,24.5,13.39
3964,3,3,0.0,Pune,8,1.0,Unfurnished,9,14,16.4,11.81
735,3,3,0.0,Bandra,15,1.0,Unfurnished,11,19,3.3,26.75
1486,3,4,2.0,Borivali,14,0.0,Unfurnished,6,6,6.8,11.64
3440,2,2,1.0,Andheri,11,,Unfurnished,9,16,24.5,11.71
2321,4,5,2.0,Borivali,3,0.0,Semi-Furnished,17,26,37.1,13.23
1030,2,3,2.0,Bandra,17,1.0,Furnished,18,24,1.5,23.19
1167,3,3,3.0,Nashik,30,2.0,Unfurnished,9,10,22.0,10.0
3154,2,2,0.0,Pune,19,2.0,Unfurnished,10,17,10.5,11.72
3500,2,1,2.0,Powai,23,0.0,Semi-Furnished,11,19,22.7,10.0
1698,3,4,2.0,Pune,24,1.0,Furnished,2,29,30.1,10.0
2106,3,3,1.0,Bandra,1,0.0,Unfurnished,17,26,29.6,16.69
3218,4,4,3.0,Worli,24,0.0,Furnished,4,25,29.1,17.84
1037,5,5,1.0,Borivali,7,0.0,Furnished,8,23,31.3,14.76
1142,2,2,2.0,Worli,20,0.0,Semi-Furnished,6,12,3.4,12.34
3188,2,3,2.0,Pune,30,1.0,Semi-Furnished,1,12,20.6,10.0
1072,2,1,1.0,Borivali,27,1.0,Semi-Furnished,11,15,10.8,10.0
3175,3,3,0.0,Powai,12,0.0,Unfurnished,4,14,36.9,10.43
2189,3,3,3.0,Borivali,25,2.0,Semi-Furnished,15,29,31.4,15.85
3965,4,4,1.0,Thane,19,1.0,Unfurnished,9,27,4.7,15.31
518,3,3,0.0,Borivali,4,1.0,Semi-Furnished,9,27,10.1,16.07
3806,1,2,0.0,Borivali,7,1.0,Furnished,7,19,18.5,10.0
1211,3,3,2.0,Nashik,29,1.0,Unfurnished,0,7,38.5,10.0
526,3,3,0.0,Pune,28,1.0,Semi-Furnished,1,6,4.8,11.06
3007,3,4,1.0,Pune,27,1.0,Unfurnished,7,9,22.9,10.0
2317,2,2,2.0,Worli,11,2.0,Unfurnished,2,20,14.0,24.84
3415,2,1,1.0,Navi Mumbai,9,,Semi-Furnished,6,12,26.0,10.0
790,2,3,1.0,Dadar,24,1.0,Unfurnished,3,21,26.1,11.81
690,2,1,1.0,Pune,0,0.0,Furnished,15,27,10.0,10.0
2442,3,3,3.0,Andheri,27,2.0,Unfurnished,7,11,31.5,16.53
3576,2,2,2.0,Dadar,18,1.0,Furnished,13,28,4.1,14.62
1861,3,3,1.0,Andheri,19,0.0,Semi-Furnished,13,16,32.8,10.0
3271,3,3,1.0,Andheri,13,2.0,Semi-Furnished,6,25,8.9,22.75
3663,4,4,1.0,Borivali,30,1.0,Furnished,2,3,23.8,15.57
3531,2,2,3.0,Dadar,23,0.0,Semi-Furnished,2,9,14.2,10.0
2231,2,2,1.0,Powai,1,0.0,Unfurnished,14,28,24.6,10.0
2915,2,2,1.0,Thane,16,1.0,Furnished,1,27,11.1,10.0
2292,2,2,3.0,Andheri,26,2.0,Unfurnished,5,18,23.0,14.02
2827,2,2,0.0,Nashik,2,1.0,Unfurnished,2,2,0.8,10.0
2442,3,3,1.0,Andheri,22,0.0,Semi-Furnished,3,3,,10.7
2290,2,2,0.0,Andheri,7,1.0,Semi-Furnished,4,14,33.1,11.35
1972,1,2,2.0,Thane,15,1.0,Semi-Furnished,7,28,18.8,10.0
2750,2,2,1.0,Navi Mumbai,27,0.0,Furnished,3,12,20.2,10.0
3104,3,2,3.0,Powai,15,2.0,Semi-Furnished,7,27,25.1,19.39
3709,4,4,1.0,Dadar,1,0.0,Unfurnished,17,17,17.7,20.36
2608,3,3,0.0,Dadar,0,2.0,Unfurnished,3,5,34.7,20.96
761,3,4,2.0,Andheri,22,1.0,Unfurnished,7,18,16.4,15.44
2515,3,3,2.0,Thane,28,0.0,Semi-Furnished,6,12,37.7,10.0
1537,3,2,2.0,Pune,9,1.0,Unfurnished,4,8,35.1,10.0
496,2,2,2.0,Andheri,28,1.0,Semi-Furnished,12,21,17.1,11.65
660,3,2,1.0,Thane,14,1.0,Semi-Furnished,3,7,14.9,11.07
2529,3,3,2.0,Thane,1,1.0,Furnished,28,28,27.2,12.09
3802,2,3,0.0,Andheri,16,0.0,Unfurnished,7,25,30.3,10.0
2220,3,3,0.0,Navi Mumbai,30,0.0,Unfurnished,10,24,7.8,10.0
2003,3,2,3.0,Dadar,7,,Furnished,0,4,10.0,17.42
719,3,3,2.0,Bandra,29,,Semi-Furnished,14,29,,14.62
2831,1,1,1.0,Pune,20,0.0,Semi-Furnished,14,16,30.5,10.0
599,3,3,0.0,Worli,12,1.0,Semi-Furnished,23,23,28.7,21.87
3428,4,4,3.0,Dadar,21,0.0,Furnished,3,7,8.0,18.35
3339,2,2,0.0,Worli,12,1.0,Unfurnished,3,24,21.7,17.25
3968,2,2,1.0,Pune,2,1.0,Furnished,8,11,30.7,10.0
1423,1,2,0.0,Worli,26,1.0,Unfurnished,14,22,37.9,11.54
982,1,1,0.0,Andheri,11,0.0,Furnished,10,10,7.6,10.0
1478,5,5,1.0,Thane,17,1.0,Unfurnished,15,29,12.5,16.26
3279,3,3,3.0,Andheri,23,1.0,Unfurnished,0,22,14.3,15.35
1187,2,2,1.0,Pune,2,1.0,Unfurnished,14,15,25.2,10.0
3595,2,3,1.0,Pune,22,1.0,Furnished,10,15,5.9,10.51
955,5,4,2.0,Andheri,11,1.0,Furnished,2,2,8.1,26.77
576,2,2,1.0,Dadar,16,1.0,Unfurnished,1,10,31.3,11.73
1189,3,3,2.0,Thane,14,,Unfurnished,11,24,21.9,10.0
3115,2,2,2.0,Thane,24,1.0,Unfurnished,12,26,6.8,10.0
2568,1,2,2.0,Andheri,5,0.0,Unfurnished,8,30,15.8,10.0
1677,3,3,2.0,Pune,3,2.0,Furnished,4,4,5.8,14.05
2762,1,2,2.0,Thane,12,,Unfurnished,1,9,14.8,10.0
2735,3,2,2.0,Thane,3,0.0,Furnished,1,24,16.3,10.0
2397,2,2,2.0,Andheri,7,1.0,Furnished,3,12,,13.78
2251,3,3,0.0,Dadar,20,1.0,Unfurnished,9,9,2.9,20.12
765,3,4,2.0,Powai,25,0.0,Semi-Furnished,1,10,35.3,10.0
1335,3,3,2.0,Navi Mumbai,21,2.0,Furnished,16,28,35.6,14.13
2300,1,2,1.0,Borivali,9,1.0,Furnished,4,26,0.6,10.09
886,3,3,2.0,Powai,25,1.0,Semi-Furnished,1,2,25.8,14.35
2113,5,5,1.0,Nashik,12,1.0,Unfurnished,14,26,4.2,11.88
821,2,2,1.0,Borivali,5,1.0,Unfurnished,0,18,32.5,10.0
3234,2,2,2.0,Powai,23,1.0,Furnished,6,26,35.2,10.67
772,4,5,1.0,Powai,16,0.0,Semi-Furnished,12,20,24.9,15.27
733,2,2,1.0,Worli,11,0.0,Semi-Furnished,0,21,24.7,11.46
2696,3,3,1.0,Pune,20,1.0,Semi-Furnished,9,18,15.2,10.08
1194,3,3,2.0,Bandra,22,1.0,Semi-Furnished,14,23,10.4,21.53
1665,1,1,1.0,Bandra,6,1.0,Unfurnished,5,25,20.2,12.58
1531,3,3,2.0,Pune,3,1.0,Semi-Furnished,2,16,5.8,12.07
1180,3,4,2.0,Navi Mumbai,16,1.0,Furnished,2,5,27.1,12.88
3143,2,2,2.0,Pune,1,1.0,Unfurnished,3,4,19.1,10.0
2891,4,4,3.0,Navi Mumbai,19,2.0,Unfurnished,0,14,7.5,19.23
1259,2,2,2.0,Navi Mumbai,13,1.0,Furnished,5,15,23.7,10.37
2873,2,2,1.0,Worli,6,2.0,Semi-Furnished,27,27,31.9,25.04
2969,4,4,3.0,Andheri,18,1.0,Semi-Furnished,1,2,23.8,18.26
2341,2,2,1.0,Andheri,11,0.0,Furnished,9,27,21.4,10.0
2482,4,4,0.0,Worli,12,1.0,Semi-Furnished,2,3,34.0,26.53
3766,1,1,1.0,Powai,6,0.0,Furnished,8,16,0.9,10.0
2034,3,4,2.0,Nashik,20,1.0,Furnished,5,14,24.9,10.0
1787,1,2,0.0,Powai,27,1.0,Unfurnished,14,18,16.7,10.18
2340,3,4,1.0,Powai,19,1.0,Semi-Furnished,0,3,8.1,18.88
3409,3,3,1.0,Thane,7,1.0,Unfurnished,17,24,39.2,10.17
2955,4,4,1.0,Pune,25,1.0,Semi-Furnished,2,5,16.5,13.17
670,5,5,0.0,Thane,3,1.0,Semi-Furnished,22,24,13.7,19.89
2053,3,3,2.0,Borivali,8,2.0,Semi-Furnished,13,18,7.2,22.09
3064,3,3,1.0,Powai,1,2.0,Furnished,26,27,39.9,20.1
1206,3,2,0.0,Thane,26,1.0,Semi-Furnished,3,30,34.3,10.0
3959,4,5,1.0,Navi Mumbai,1,0.0,Furnished,5,26,3.3,17.12
3309,3,4,1.0,Thane,16,0.0,Semi-Furnished,14,15,,10.02
3448,4,4,2.0,Andheri,5,0.0,Semi-Furnished,5,14,6.3,18.17
694,2,2,1.0,Andheri,6,1.0,Unfurnished,17,21,28.8,12.15
2487,3,3,0.0,Bandra,18,0.0,Semi-Furnished,14,20,19.6,15.28
2300,3,3,2.0,Nashik,24,2.0,Semi-Furnished,12,24,4.9,10.0
2656,2,3,1.0,Pune,0,1.0,Unfurnished,0,16,22.5,10.0
3461,2,3,0.0,Worli,4,,Furnished,1,15,36.5,19.61
1672,5,5,2.0,Borivali,8,0.0,Semi-Furnished,4,5,14.0,19.4
2322,2,2,2.0,Andheri,29,1.0,Unfurnished,0,6,2.5,11.97
2846,2,2,2.0,Andheri,1,1.0,Furnished,0,25,37.8,10.0
3112,2,1,1.0,Worli,5,1.0,Unfurnished,6,30,6.1,19.8
3174,2,2,1.0,Thane,12,0.0,Semi-Furnished,18,19,19.3,10.0
1613,3,2,1.0,Powai,10,1.0,Semi-Furnished,7,11,22.0,15.61
3994,4,4,0.0,Andheri,1,0.0,Unfurnished,2,3,9.9,17.9
434,5,5,1.0,Borivali,16,0.0,Semi-Furnished,2,3,7.5,16.61
2173,3,3,3.0,Worli,18,2.0,Unfurnished,12,21,5.0,34.16
2592,3,3,2.0,Andheri,5,0.0,Unfurnished,5,20,3.3,14.9
620,2,2,1.0,Thane,21,0.0,Semi-Furnished,4,10,20.6,10.0
2024,4,5,1.0,Nashik,1,1.0,Unfurnished,4,7,33.8,10.0
2545,2,2,2.0,Thane,22,1.0,Furnished,4,4,5.5,11.17
2588,2,2,1.0,Pune,8,0.0,Semi-Furnished,19,21,28.2,10.0
828,5,4,0.0,Pune,6,0.0,Unfurnished,14,19,16.8,12.54
1399,4,4,0.0,Thane,6,0.0,Furnished,9,11,1.9,14.46
1281,2,2,2.0,Worli,26,1.0,Semi-Furnished,19,23,21.7,17.19
2704,3,3,2.0,Worli,15,0.0,Semi-Furnished,18,26,10.5,19.97
1583,3,3,0.0,Pune,21,1.0,Semi-Furnished,14,17,24.4,10.33
2457,2,3,0.0,Worli,6,2.0,Furnished,0,9,14.3,24.15
3032,2,2,2.0,Andheri,1,0.0,Unfurnished,0,2,26.8,10.0
3270,2,2,1.0,Bandra,1,1.0,Unfurnished,11,25,36.8,15.33
1061,3,4,2.0,Navi Mumbai,13,0.0,Furnished,1,18,10.2,10.66
3653,2,2,0.0,Nashik,10,,Unfurnished,4,12,37.6,10.0
996,3,3,2.0,Bandra,23,0.0,Semi-Furnished,0,2,8.6,14.49
478,2,3,3.0,Andheri,24,1.0,Semi-Furnished,24,25,3.3,13.79
561,4,4,2.0,Navi Mumbai,9,1.0,Semi-Furnished,19,28,8.1,18.24
1123,3,2,0.0,Worli,13,1.0,Furnished,0,15,32.7,18.41
3544,4,4,2.0,Bandra,11,1.0,Furnished,6,9,27.3,25.93
1148,2,1,1.0,Pune,20,1.0,Unfurnished,14,19,,10.0
2897,3,4,0.0,Dadar,19,1.0,Semi-Furnished,9,27,28.5,17.01
1906,4,4,1.0,Pune,20,0.0,Semi-Furnished,17,19,16.8,10.59
543,2,2,3.0,Andheri,1,2.0,Unfurnished,2,2,35.8,14.92
1999,2,2,1.0,Andheri,10,1.0,Furnished,7,7,38.3,10.04
501,2,2,2.0,Pune,29,1.0,Semi-Furnished,0,4,31.8,10.0
2114,2,2,1.0,Pune,10,1.0,Unfurnished,6,13,22.5,10.0
2411,2,1,1.0,Powai,5,1.0,Furnished,12,15,33.1,11.64
2277,2,3,0.0,Borivali,6,0.0,Furnished,7,17,7.6,10.0
1417,2,2,2.0,Dadar,0,0.0,Unfurnished,11,23,36.1,10.0
3160,3,3,0.0,Nashik,24,1.0,Furnished,1,5,40.0,10.0
2548,1,1,1.0,Pune,0,1.0,Unfurnished,12,29,26.8,10.0
1317,2,2,1.0,Pune,18,1.0,Unfurnished,6,9,8.2,10.0
1965,3,3,1.0,Powai,12,1.0,Unfurnished,0,17,6.2,17.66
790,2,2,1.0,Andheri,2,2.0,Furnished,7,8,38.4,14.99
3724,2,2,0.0,Dadar,27,2.0,Unfurnished,9,12,34.9,16.65
3111,2,1,1.0,Dadar,23,1.0,Unfurnished,3,26,30.1,10.57
1436,1,2,3.0,Bandra,25,0.0,Semi-Furnished,3,3,38.0,10.0
2830,3,3,0.0,Pune,29,1.0,Semi-Furnished,8,16,20.4,10.0
2845,1,1,1.0,Andheri,28,1.0,Unfurnished,6,18,35.6,10.0
2595,2,2,1.0,Andheri,21,1.0,Unfurnished,8,18,6.9,11.41
594,5,4,1.0,Pune,16,0.0,Furnished,7,13,7.7,12.8
3563,4,3,2.0,Thane,21,1.0,Semi-Furnished,2,12,20.7,12.54
3842,2,1,1.0,Worli,13,1.0,Furnished,17,28,13.6,16.39
3907,2,3,1.0,Powai,5,1.0,Unfurnished,5,8,17.6,14.93
3931,3,3,2.0,Worli,11,,Semi-Furnished,5,15,32.0,23.46
3744,4,4,1.0,Thane,14,1.0,Furnished,5,12,2.6,18.0
3061,4,5,3.0,Thane,1,1.0,Unfurnished,15,24,29.0,16.72
604,2,2,3.0,Thane,26,1.0,Unfurnished,13,25,4.0,10.0
2075,2,2,0.0,Andheri,28,1.0,Semi-Furnished,11,26,34.0,10.0
1282,2,2,1.0,Nashik,13,0.0,Unfurnished,4,4,8.5,10.0
1192,4,4,1.0,Pune,15,1.0,Unfurnished,4,4,29.5,11.45
3391,4,4,0.0,Andheri,26,1.0,Furnished,4,12,23.9,15.92
3325,2,3,1.0,Powai,14,1.0,Semi-Furnished,10,14,15.7,14.21
2279,3,3,1.0,Pune,21,0.0,Semi-Furnished,3,3,11.1,10.0
3051,2,2,1.0,Bandra,15,2.0,Unfurnished,3,27,2.8,26.32
865,3,3,1.0,Andheri,8,1.0,Semi-Furnished,17,28,14.5,15.56
1199,4,5,1.0,Borivali,24,1.0,Semi-Furnished,11,14,8.4,18.61
3498,3,3,3.0,Worli,5,1.0,Furnished,1,24,5.9,27.23
2024,1,2,3.0,Andheri,6,1.0,Semi-Furnished,6,18,29.7,10.0
2368,3,3,0.0,Powai,21,1.0,Furnished,17,21,8.9,17.17
2066,2,2,2.0,Powai,22,1.0,Unfurnished,26,27,9.3,14.4
1127,4,5,1.0,Powai,29,1.0,Semi-Furnished,4,4,13.9,20.8
3375,2,2,2.0,Andheri,22,2.0,Furnished,5,8,18.8,15.8
3130,4,4,1.0,Bandra,0,1.0,Semi-Furnished,0,14,20.8,28.59
2862,2,3,2.0,Powai,26,1.0,Semi-Furnished,0,27,26.7,11.36
1671,2,2,0.0,Thane,12,1.0,Furnished,16,19,23.7,10.0
2716,2,2,1.0,Borivali,0,1.0,Furnished,10,13,19.5,12.25
3832,1,1,3.0,Dadar,17,1.0,Unfurnished,0,2,16.1,10.29
2740,2,2,0.0,Andheri,5,1.0,Unfurnished,2,19,11.0,12.15
2179,3,3,0.0,Worli,12,0.0,Semi-Furnished,1,9,28.5,14.82
1373,2,2,2.0,Powai,14,0.0,Furnished,10,11,13.0,10.0
2282,2,2,2.0,Dadar,2,0.0,Semi-Furnished,23,30,34.1,10.0
1738,2,3,2.0,Pune,26,2.0,Unfurnished,17,17,23.7,11.1
2601,1,1,2.0,Powai,15,1.0,Semi-Furnished,0,6,25.5,10.0
564,4,4,2.0,Navi Mumbai,29,1.0,Unfurnished,2,3,20.6,13.65
1084,4,4,0.0,Dadar,14,1.0,Unfurnished,12,13,37.2,19.17
3233,1,2,2.0,Worli,18,1.0,Unfurnished,2,3,17.2,12.92
1770,3,3,2.0,Dadar,25,2.0,Unfurnished,11,14,17.4,22.28
1959,3,4,2.0,Thane,6,2.0,Semi-Furnished,9,14,35.8,13.2
2358,5,5,1.0,Andheri,28,1.0,Unfurnished,0,27,24.4,20.19
1978,2,2,0.0,Andheri,5,1.0,Unfurnished,5,11,18.2,13.27
3131,2,3,2.0,Navi Mumbai,30,0.0,Semi-Furnished,2,10,10.9,10.0
1283,3,4,1.0,Navi Mumbai,19,0.0,Unfurnished,1,19,10.2,10.0
3131,4,4,0.0,Navi Mumbai,16,1.0,Semi-Furnished,12,20,32.2,15.13
1154,3,3,2.0,Pune,6,1.0,Unfurnished,3,3,11.5,13.08
1734,3,3,1.0,Worli,17,0.0,Unfurnished,0,4,0.7,19.4
2516,2,1,1.0,Powai,17,1.0,Semi-Furnished,2,6,1.3,13.8
3590,3,4,0.0,Andheri,30,0.0,Unfurnished,16,24,39.1,10.0
1237,4,5,,Dadar,25,0.0,Unfurnished,2,8,22.6,15.47
2515,2,2,2.0,Borivali,14,1.0,Unfurnished,3,30,19.8,10.29
631,3,3,1.0,Navi Mumbai,12,1.0,Unfurnished,2,14,36.8,10.35
671,2,2,0.0,Andheri,11,1.0,Unfurnished,0,29,14.4,13.22
3163,3,3,1.0,Worli,11,1.0,Unfurnished,9,9,31.9,22.81
2988,3,3,0.0,Nashik,0,1.0,Unfurnished,7,14,29.0,10.0
1755,3,3,0.0,Dadar,1,1.0,Unfurnished,5,5,19.3,19.63
